,_id,OBJECTID,DATE,Age_0_to_9,Age_10_to_19,Age_20_to_29,Age_30_to_39,Age_40_to_49,Age_50_to_59,Age_60_to_69,Age_70_to_79,Age_80plus,Age_Unknown
95,643bba8d5337de167702da44,96,07/12/2020 06:00:00 AM,0.0,1.0,18.0,42.0,101.0,249.0,520.0,783.0,1461.0,13
96,643bba8d5337de167702da45,97,07/13/2020 06:00:00 AM,0.0,1.0,18.0,42.0,101.0,250.0,522.0,786.0,1461.0,13
97,643bba8d5337de167702da46,98,07/14/2020 06:00:00 AM,0.0,1.0,18.0,42.0,101.0,251.0,523.0,788.0,1463.0,15
98,643bba8d5337de167702da47,99,07/15/2020 06:00:00 AM,0.0,1.0,18.0,42.0,101.0,252.0,524.0,792.0,1469.0,10
99,643bba8d5337de167702da48,100,07/16/2020 06:00:00 AM,0.0,1.0,18.0,42.0,102.0,254.0,523.0,793.0,1472.0,10
100,643bba8d5337de167702da49,101,07/17/2020 06:00:00 AM,0.0,1.0,18.0,43.0,102.0,254.0,523.0,797.0,1473.0,16
101,643bba8d5337de167702da4a,102,07/18/2020 06:00:00 AM,0.0,1.0,18.0,44.0,102.0,255.0,526.0,802.0,1482.0,8
102,643bba8d5337de167702da4b,103,07/19/2020 06:00:00 AM,0.0,1.0,18.0,45.0,102.0,255.0,527.0,803.0,1484.0,12
103,643bba8d5337de167702da4c,104,07/20/2020 06:00:00 AM,0.0,1.0,18.0,45.0,102.0,257.0,530.0,805.0,1486.0,8
104,643bba8d5337de167702da4d,105,07/21/2020 06:00:00 AM,0.0,1.0,18.0,45.0,102.0,258.0,530.0,813.0,1493.0,12
105,643bba8d5337de167702da4e,106,07/22/2020 06:00:00 AM,0.0,1.0,18.0,44.0,103.0,258.0,531.0,815.0,1496.0,10
106,643bba8d5337de167702da4f,107,07/23/2020 06:00:00 AM,0.0,1.0,18.0,44.0,105.0,259.0,534.0,815.0,1498.0,7
107,643bba8d5337de167702da50,108,07/24/2020 06:00:00 AM,0.0,1.0,18.0,44.0,106.0,259.0,536.0,817.0,1500.0,12
108,643bba8d5337de167702da51,109,07/25/2020 06:00:00 AM,0.0,1.0,18.0,44.0,105.0,260.0,540.0,818.0,1506.0,12
109,643bba8d5337de167702da52,110,07/26/2020 06:00:00 AM,0.0,1.0,18.0,44.0,105.0,261.0,542.0,819.0,1508.0,11
110,643bba8d5337de167702da53,111,07/27/2020 06:00:00 AM,0.0,1.0,18.0,44.0,105.0,264.0,544.0,820.0,1509.0,10
111,643bba8d5337de167702da54,112,07/28/2020 06:00:00 AM,0.0,1.0,19.0,44.0,106.0,263.0,545.0,823.0,1514.0,12
112,643bba8d5337de167702da55,113,07/29/2020 06:00:00 AM,0.0,1.0,19.0,44.0,106.0,263.0,546.0,824.0,1521.0,23
113,643bba8d5337de167702da56,114,07/30/2020 06:00:00 AM,0.0,1.0,19.0,45.0,107.0,263.0,550.0,826.0,1533.0,13
114,643bba8d5337de167702da57,115,07/31/2020 06:00:00 AM,0.0,1.0,19.0,45.0,108.0,264.0,552.0,829.0,1534.0,10
115,643bba8d5337de167702da58,116,08/01/2020 06:00:00 AM,0.0,1.0,19.0,45.0,108.0,268.0,554.0,831.0,1535.0,13
116,643bba8d5337de167702da59,117,08/02/2020 06:00:00 AM,0.0,1.0,19.0,45.0,108.0,269.0,556.0,834.0,1540.0,9
117,643bba8d5337de167702da5a,118,08/03/2020 06:00:00 AM,0.0,1.0,19.0,45.0,108.0,270.0,556.0,835.0,1541.0,14
118,643bba8d5337de167702da5b,119,08/04/2020 06:00:00 AM,0.0,1.0,19.0,45.0,108.0,270.0,558.0,837.0,1545.0,13
119,643bba8d5337de167702da5c,120,08/05/2020 06:00:00 AM,0.0,1.0,20.0,45.0,108.0,271.0,559.0,840.0,1551.0,7
120,643bba8d5337de167702da5d,121,08/06/2020 06:00:00 AM,0.0,1.0,20.0,45.0,109.0,271.0,560.0,842.0,1556.0,11
121,643bba8d5337de167702da5e,122,08/07/2020 06:00:00 AM,0.0,1.0,20.0,45.0,109.0,272.0,562.0,845.0,1560.0,15
122,643bba8d5337de167702da5f,123,08/08/2020 06:00:00 AM,0.0,1.0,21.0,45.0,109.0,272.0,564.0,847.0,1568.0,13
123,643bba8d5337de167702da60,124,08/09/2020 06:00:00 AM,0.0,1.0,21.0,45.0,110.0,272.0,565.0,849.0,1573.0,12
124,643bba8d5337de167702da61,125,08/10/2020 06:00:00 AM,0.0,1.0,21.0,45.0,110.0,273.0,565.0,849.0,1577.0,13
125,643bba8d5337de167702da62,126,08/11/2020 06:00:00 AM,0.0,1.0,21.0,45.0,112.0,273.0,566.0,851.0,1583.0,15
126,643bba8d5337de167702da63,127,08/12/2020 06:00:00 AM,0.0,1.0,21.0,45.0,112.0,274.0,569.0,855.0,1587.0,10
127,643bba8d5337de167702da64,128,08/13/2020 06:00:00 AM,0.0,1.0,21.0,46.0,113.0,277.0,570.0,858.0,1589.0,8
128,643bba8d5337de167702da65,129,08/14/2020 06:00:00 AM,0.0,1.0,21.0,46.0,113.0,278.0,570.0,863.0,1591.0,12
129,643bba8d5337de167702da66,130,08/15/2020 06:00:00 AM,0.0,1.0,21.0,46.0,114.0,280.0,570.0,862.0,1596.0,9
130,643bba8d5337de167702da67,131,08/16/2020 06:00:00 AM,0.0,1.0,21.0,46.0,114.0,282.0,572.0,863.0,1598.0,5
131,643bba8d5337de167702da68,132,08/17/2020 06:00:00 AM,0.0,1.0,21.0,46.0,114.0,282.0,572.0,864.0,1598.0,6
132,643bba8d5337de167702da69,133,08/18/2020 06:00:00 AM,0.0,1.0,21.0,46.0,115.0,283.0,572.0,866.0,1604.0,3
133,643bba8d5337de167702da6a,134,08/19/2020 06:00:00 AM,0.0,1.0,21.0,46.0,115.0,284.0,574.0,871.0,1607.0,3
134,643bba8d5337de167702da6b,135,08/20/2020 06:00:00 AM,0.0,1.0,23.0,46.0,115.0,285.0,574.0,874.0,1609.0,4
135,643bba8d5337de167702da6c,136,08/21/2020 06:00:00 AM,0.0,1.0,23.0,46.0,116.0,284.0,574.0,876.0,1612.0,4
136,643bba8d5337de167702da6d,137,08/22/2020 06:00:00 AM,0.0,1.0,23.0,46.0,116.0,286.0,576.0,879.0,1616.0,3
137,643bba8d5337de167702da6e,138,08/23/2020 06:00:00 AM,0.0,1.0,23.0,46.0,118.0,287.0,578.0,879.0,1617.0,3
138,643bba8d5337de167702da6f,139,08/24/2020 06:00:00 AM,0.0,1.0,23.0,46.0,118.0,287.0,578.0,879.0,1619.0,3
139,643bba8d5337de167702da70,140,08/25/2020 06:00:00 AM,0.0,1.0,23.0,46.0,118.0,287.0,580.0,884.0,1622.0,3
140,643bba8d5337de167702da71,141,08/26/2020 06:00:00 AM,0.0,1.0,23.0,46.0,118.0,287.0,582.0,887.0,1627.0,3
141,643bba8d5337de167702da72,142,08/27/2020 06:00:00 AM,0.0,1.0,23.0,46.0,118.0,287.0,584.0,888.0,1631.0,2
142,643bba8d5337de167702da73,143,08/28/2020 06:00:00 AM,0.0,2.0,23.0,46.0,119.0,289.0,586.0,893.0,1633.0,2
143,643bba8d5337de167702da74,144,08/29/2020 06:00:00 AM,0.0,2.0,23.0,46.0,119.0,289.0,590.0,894.0,1638.0,2
144,643bba8d5337de167702da75,145,08/30/2020 06:00:00 AM,0.0,2.0,23.0,46.0,120.0,290.0,591.0,895.0,1640.0,2
145,643bba8d5337de167702da76,146,08/31/2020 06:00:00 AM,0.0,2.0,23.0,46.0,120.0,291.0,591.0,896.0,1641.0,2
146,643bba8d5337de167702da77,147,09/01/2020 06:00:00 AM,0.0,2.0,23.0,46.0,119.0,292.0,592.0,899.0,1642.0,2
147,643bba8d5337de167702da78,148,09/02/2020 06:00:00 AM,0.0,2.0,23.0,46.0,119.0,292.0,593.0,900.0,1646.0,2
148,643bba8d5337de167702da79,149,09/03/2020 06:00:00 AM,0.0,2.0,23.0,46.0,119.0,292.0,593.0,907.0,1650.0,2
149,643bba8d5337de167702da7a,150,09/04/2020 06:00:00 AM,0.0,2.0,23.0,46.0,119.0,292.0,594.0,910.0,1657.0,2
150,643bba8d5337de167702da7b,151,09/05/2020 06:00:00 AM,0.0,2.0,23.0,46.0,119.0,293.0,596.0,912.0,1659.0,2
151,643bba8d5337de167702da7c,152,09/06/2020 06:00:00 AM,0.0,2.0,23.0,46.0,119.0,294.0,596.0,913.0,1660.0,2
152,643bba8d5337de167702da7d,153,09/07/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,294.0,597.0,914.0,1662.0,2
153,643bba8d5337de167702da7e,154,09/08/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,294.0,599.0,915.0,1662.0,2
154,643bba8d5337de167702da7f,155,09/09/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,296.0,599.0,916.0,1668.0,2
155,643bba8d5337de167702da80,156,09/10/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,296.0,602.0,917.0,1671.0,2
156,643bba8d5337de167702da81,157,09/11/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,298.0,602.0,918.0,1674.0,2
157,643bba8d5337de167702da82,158,09/12/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,300.0,604.0,919.0,1677.0,2
158,643bba8d5337de167702da83,159,09/13/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,300.0,604.0,920.0,1678.0,2
159,643bba8d5337de167702da84,160,09/14/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,300.0,604.0,921.0,1678.0,2
160,643bba8d5337de167702da85,161,09/15/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,303.0,605.0,925.0,1680.0,2
161,643bba8d5337de167702da86,162,09/16/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,305.0,605.0,927.0,1682.0,2
162,643bba8d5337de167702da87,163,09/17/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,306.0,607.0,927.0,1684.0,2
163,643bba8d5337de167702da88,164,09/18/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,306.0,607.0,931.0,1686.0,3
164,643bba8d5337de167702da89,165,09/19/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,308.0,608.0,934.0,1689.0,2
165,643bba8d5337de167702da8a,166,09/20/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,308.0,609.0,935.0,1690.0,2
166,643bba8d5337de167702da8b,167,09/21/2020 06:00:00 AM,0.0,2.0,23.0,47.0,119.0,308.0,612.0,936.0,1690.0,2
167,643bba8d5337de167702da8c,168,09/22/2020 06:00:00 AM,0.0,2.0,23.0,47.0,120.0,308.0,615.0,937.0,1694.0,2
168,643bba8d5337de167702da8d,169,09/23/2020 06:00:00 AM,0.0,2.0,23.0,47.0,121.0,309.0,617.0,938.0,1697.0,2
169,643bba8d5337de167702da8e,170,09/24/2020 06:00:00 AM,0.0,2.0,23.0,47.0,121.0,309.0,620.0,938.0,1703.0,2
170,643bba8d5337de167702da8f,171,09/25/2020 06:00:00 AM,0.0,2.0,23.0,47.0,122.0,309.0,621.0,940.0,1706.0,2
171,643bba8d5337de167702da90,172,09/26/2020 06:00:00 AM,0.0,2.0,23.0,47.0,122.0,310.0,624.0,941.0,1709.0,2
172,643bba8d5337de167702da91,173,09/27/2020 06:00:00 AM,0.0,2.0,23.0,47.0,122.0,311.0,625.0,943.0,1715.0,2
173,643bba8d5337de167702da92,174,09/28/2020 06:00:00 AM,0.0,2.0,23.0,47.0,122.0,311.0,625.0,945.0,1716.0,2
174,643bba8d5337de167702da93,175,09/29/2020 06:00:00 AM,0.0,2.0,23.0,48.0,122.0,312.0,627.0,946.0,1720.0,2
175,643bba8d5337de167702da94,176,09/30/2020 06:00:00 AM,0.0,2.0,23.0,48.0,123.0,312.0,627.0,946.0,1722.0,2
176,643bba8d5337de167702da95,177,10/01/2020 06:00:00 AM,0.0,2.0,23.0,48.0,123.0,311.0,628.0,946.0,1722.0,2
177,643bba8d5337de167702da96,178,10/02/2020 06:00:00 AM,0.0,2.0,23.0,48.0,123.0,311.0,629.0,945.0,1723.0,2
178,643bba8d5337de167702da97,179,10/03/2020 06:00:00 AM,0.0,2.0,23.0,48.0,123.0,312.0,628.0,947.0,1728.0,2
179,643bba8d5337de167702da98,180,10/04/2020 06:00:00 AM,0.0,2.0,23.0,48.0,123.0,312.0,628.0,947.0,1729.0,2
180,643bba8d5337de167702da99,181,10/05/2020 06:00:00 AM,0.0,2.0,23.0,48.0,123.0,312.0,629.0,949.0,1729.0,2
181,643bba8d5337de167702da9a,182,10/06/2020 06:00:00 AM,0.0,2.0,24.0,48.0,123.0,312.0,630.0,950.0,1732.0,2
182,643bba8d5337de167702da9b,183,10/07/2020 06:00:00 AM,0.0,2.0,24.0,48.0,123.0,313.0,634.0,952.0,1731.0,2
183,643bba8d5337de167702da9c,184,10/08/2020 06:00:00 AM,0.0,2.0,24.0,48.0,123.0,314.0,634.0,953.0,1735.0,2
184,643bba8d5337de167702da9d,185,10/09/2020 06:00:00 AM,0.0,2.0,24.0,48.0,123.0,316.0,635.0,956.0,1739.0,2
185,643bba8d5337de167702da9e,186,10/10/2020 06:00:00 AM,0.0,2.0,24.0,48.0,123.0,317.0,635.0,956.0,1743.0,2
186,643bba8d5337de167702da9f,187,10/11/2020 06:00:00 AM,0.0,2.0,24.0,48.0,123.0,318.0,637.0,957.0,1743.0,2
187,643bba8d5337de167702daa0,188,10/12/2020 06:00:00 AM,0.0,2.0,24.0,48.0,123.0,318.0,637.0,958.0,1747.0,2
188,643bba8d5337de167702daa1,189,10/13/2020 06:00:00 AM,0.0,2.0,24.0,48.0,124.0,319.0,639.0,960.0,1750.0,2
189,643bba8d5337de167702daa2,190,10/14/2020 06:00:00 AM,0.0,2.0,24.0,48.0,124.0,321.0,639.0,964.0,1753.0,2
